Lon	Lat	h	gravity disturbance(mGal)
12.093	44.932	2500	-7.479943419142
12.162	44.888	2500	-14.37343396766
12.231	44.844	2500	-16.58739466883
12.3	44.8	2500	-21.2588201709
12.369	44.756	2500	-28.98471492987
12.438	44.712	2500	-34.35996695291
12.507	44.668	2500	-39.60108030121
12.576	44.624	2500	-47.05941327732
12.645	44.58	2500	-49.82358843346
12.714	44.536	2500	-46.94140179407
12.783	44.492	2500	-48.21640062715
12.852	44.448	2500	-53.88751216433
12.921	44.404	2500	-54.78926022544
12.99	44.36	2500	-52.86328882494
13.059	44.316	2500	-54.90681048759
13.128	44.272	2500	-55.85223529607
13.197	44.228	2500	-51.03416134418
13.266	44.184	2500	-47.10131371954
13.335	44.14	2500	-46.42296460027
13.404	44.096	2500	-42.83845405748
13.473	44.052	2500	-36.54853158057
13.542	44.008	2500	-32.26223431749
13.611	43.964	2500	-28.96539988271
13.68	43.92	2500	-25.61020306935
13.749	43.876	2500	-23.55783563139
13.818	43.832	2500	-20.12245024368
13.887	43.788	2500	-15.08173395184
13.956	43.744	2500	-14.90191191884
14.025	43.7	2500	-18.5404805972
14.094	43.656	2500	-17.17852286021
14.163	43.612	2500	-11.92389611226
14.232	43.568	2500	-9.564702942555
14.301	43.524	2500	-7.560677816798
14.37	43.48	2500	-3.409712872582
14.439	43.436	2500	-2.434027483389
14.508	43.392	2500	-3.904043510516
14.577	43.348	2500	-1.40236004178
14.646	43.304	2500	2.084437980088
14.715	43.26	2500	1.056098286512
14.784	43.216	2500	-0.9299916486682
14.853	43.172	2500	-1.599115132755
14.922	43.128	2500	-3.901535242079
14.991	43.084	2500	-5.667347886629
15.06	43.04	2500	-4.733713897664
15.129	42.996	2500	-6.076087597862
15.198	42.952	2500	-9.617640626303
15.267	42.908	2500	-9.029775728919
15.336	42.864	2500	-6.736701378784
15.405	42.82	2500	-7.939769791676
15.474	42.776	2500	-7.572261918298
15.543	42.732	2500	-2.385751000489
15.612	42.688	2500	1.689661047877
15.681	42.644	2500	4.211511957308
15.75	42.6	2500	9.876326465985
15.819	42.556	2500	15.71755945804
15.888	42.512	2500	18.66238154218
15.957	42.468	2500	22.87602726891
16.026	42.424	2500	28.61171638973
